word,phoneme,word_syllable_sequence,phoneme_syllable_sequence
alkasyaf,alkasjaf,al.ka.syaf,al.ka.sjaf
alkausar,alkausar,al.kau.sar,al.kau.sar
alkena,alkena,al.ke.na,al.ke.na
alkisah,alkisah,al.ki.sah,al.ki.sah
alkohol,alkohol,al.ko.hol,al.ko.hol
alkoholisme,alkoholismə,al.ko.hol.is.me,al.ko.hol.is.mə
alku,alku,al.ku,al.ku
allah,allah,allah,allah
almalun,almalun,al.mal.un,al.mal.un
almamater,almamater,al.ma.ma.ter,al.ma.ma.ter
almanak,almanaʔ,al.ma.nak,al.ma.naʔ
almarhumah,almarhumah,al.mar.hu.mah,al.mar.hu.mah
almarhum,almarhum,al.mar.hum,al.mar.hum
almari,almari,al.ma.ri,al.ma.ri
almuazam,almuazam,al.mu.a.zam,al.mu.a.zam
almukhlis,almuʔhlis,al.mukh.lis,al.mukh.lis
alofon,alofon,a.lo.fon,a.lo.fon
alokasi,alokasi,a.lo.ka.si,a.lo.ka.si
alomorf,alomorf,a.lo.morf,a.lo.morf
alon,alon,a.lon,a.lon
alot,alot,a.lot,a.lot
alpa,alpa,al.pa,al.pa
alpaka,alpaka,al.pa.ka,al.pa.ka
alperes,alperes,al.pe.res,al.pe.res
alpukah,alpukah,al.pu.kah,al.pu.kah
altar,altar,al.tar,al.tar
alternasi,altərnasi,al.ter.na.si,al.tər.na.si
alternatif,alternatif,al.ter.na.tif,al.ter.na.tif
alternator,altərnator,al.ter.na.tor,al.tər.na.tor
altimeter,altimetər,al.ti.me.ter,al.ti.me.tər
alto,alto,al.to,al.to
altruis,altruis,al.tru.is,al.tru.is
altruisme,altruismə,al.tru.is.me,al.tru.is.mə
altruistis,altruistis,al.tru.is.tis,al.tru.is.tis
alu,alu,a.lu,a.lu
aluan,aluan,a.lu.an,a.lu.an
alum,alum,a.lum,a.lum
aluminium,aluminium,a.lu.mi.ni.um,a.lu.mi.ni.um
alumni,alumni,a.lum.ni,a.lum.ni
alumnus,alumnus,a.lum.nus,a.lum.nus
alun,alun,a.lun,a.lun
alunan,alunan,a.lun.an,a.lun.an
alung,aluŋ,a.lung,a.luŋ
alup,alup,a.lup,a.lup
alur,alur,a.lur,a.lur
al-qur'an,alkurʔan,al.-qur.'an,al.kur.ʔan
alquran,alkuran,al.qur.an,al.kur.an
alurnya,alurɲa,a.lur.nya,a.lur.ɲa
aluvial,aluvial,a.lu.vi.al,a.lu.vi.al
aluvium,aluvium,a.lu.vi.um,a.lu.vi.um
alveolus,alveolus,al.ve.o.lus,al.ve.o.lus
alveolus,alvəolus,al.ve.o.lus,al.və.o.lus
alwah,alwah,al.wah,al.wah
alwasi,alwasi,al.wa.si,al.wa.si
ama,ama,a.ma,a.ma
amabakdu,amabaʔdu,a.ma.bak.du,a.ma.baʔ.du
amah,amah,a.mah,a.mah
amal,amal,a.mal,a.mal
amalan,amalan,a.mal.an,a.mal.an
amalannya,amalanɲa,a.mal.an.nya,a.mal.an.ɲa
amalgam,amalgam,a.mal.gam,a.mal.gam
amalgamasi,amalgamasi,a.mal.ga.ma.si,a.mal.ga.ma.si
amaliah,amaliah,a.ma.li.ah,a.ma.li.ah
amali,amali,a.ma.li,a.ma.li
am,am,am,am
amanah,amanah,a.ma.nah,a.ma.nah
aman,aman,a.man,a.man
amanat,amanat,a.ma.nat,a.ma.nat
amandel,amandəl,a.man.del,a.man.dəl
amang,amaŋ,a.mang,a.maŋ
amantu,amantu,a.man.tu,a.man.tu
amarah,amarah,a.ma.rah,a.ma.rah
amarahnya,amarahɲa,a.ma.rah.nya,a.ma.rah.ɲa
amar,amar,a.mar,a.mar
amaran,amaran,a.mar.an,a.mar.an
amat,amat,a.mat,a.mat
amatan,amatan,a.mat.an,a.mat.an
amatir,amatir,a.ma.tir,a.ma.tir
amatirisme,amatirismə,a.ma.tir.is.me,a.ma.tir.is.mə
amatlah,amatlah,a.mat.lah,a.mat.lah
amatur,amatur,a.ma.tur,a.ma.tur
ambah,ambah,am.bah,am.bah
ambai,ambai,am.bai,am.bai
ambaian,ambaian,am.bai.an,am.bai.an
ambak,ambaʔ,am.bak,am.baʔ
ambal,ambal,am.bal,am.bal
ambalan,ambalan,am.bal.an,am.bal.an
ambang,ambaŋ,am.bang,am.baŋ
ambar,ambar,am.bar,am.bar
ambarau,ambarau,am.ba.rau,am.ba.rau
ambasade,ambasadə,am.ba.sa.de,am.ba.sa.də
ambasador,ambasador,am.ba.sa.dor,am.ba.sa.dor
ambau,ambau,am.bau,am.bau
ambeien,ambeiən,am.bei.en,am.bei.ən
ambek,ambəʔ,am.bek,am.bəʔ
ambekan,ambəkan,am.bek.an,am.bək.an
amben,amben,am.ben,am.ben
amben,ambən,am.ben,am.bən
ambet,ambət,am.bet,am.bət
ambigu,ambigu,am.bi.gu,am.bi.gu
ambiguitas,ambiguitas,am.bi.gu.i.tas,am.bi.gu.i.tas
ambil,ambil,am.bil,am.bil
ambilan,ambilan,am.bil.an,am.bil.an
ambilkan,ambilkan,am.bil.kan,am.bil.kan
ambin,ambin,am.bin,am.bin
ambinan,ambinan,am.bin.an,am.bin.an
ambing,ambiŋ,am.bing,am.biŋ
ambingkan,ambiŋkan,am.bing.kan,am.biŋ.kan
ambisi,ambisi,am.bi.si,am.bi.si
ambisius,ambisius,am.bi.si.us,am.bi.si.us
ambivalen,ambivalen,am.bi.va.len,am.bi.va.len
ambivalensi,ambivalensi,am.bi.va.len.si,am.bi.va.len.si
amblas,amblas,am.blas,am.blas
amblek,ambləʔ,am.blek,am.bləʔ
ambles,ambləs,am.bles,am.bləs
amboi,amboi,am.boi,am.boi
ambreng,ambrəŋ,am.breng,am.brəŋ
ambrol,ambrol,am.brol,am.brol
ambruk,ambruʔ,am.bruk,am.bruʔ
ambu,ambu,am.bu,am.bu
ambuh,ambuh,am.buh,am.buh
ambul,ambul,am.bul,am.bul
ambulans,ambulans,am.bu.lans,am.bu.lans
ambung,ambuŋ,am.bung,am.buŋ
amburadul,amburadul,am.bu.ra.dul,am.bu.ra.dul
ambur,ambur,am.bur,am.bur
ambyar,ambjar,am.byar,am.bjar
ameba,ameba,a.me.ba,a.me.ba
amebiasis,amebiasis,a.me.bi.a.sis,a.me.bi.a.sis
ameliorasi,ameliorasi,a.me.li.o.ra.si,a.me.li.o.ra.si
amen,amen,a.men,a.men
amendemen,amendəmen,a.men.de.men,a.men.də.men
amerta,amərta,a.mer.ta,a.mər.ta
ametis,amətis,a.me.tis,a.mə.tis
amfetamin,amfetamin,am.fe.ta.min,am.fe.ta.min
amfibi,amfibi,am.fi.bi,am.fi.bi
amfiteater,amfiteatər,am.fi.te.a.ter,am.fi.te.a.tər
ami,ami,a.mi,a.mi
amikal,amikal,a.mi.kal,a.mi.kal
amil,amil,a.mil,a.mil
amilase,amilasə,a.mi.la.se,a.mi.la.sə
amina,amina,a.mi.na,a.mi.na
amin,amin,a.min,a.min
amino,amino,a.mi.no,a.mi.no
amir,amir,a.mir,a.mir
amirulbahar,amirulbahar,a.mi.rul.ba.har,a.mi.rul.ba.har
amirulhaj,amirulhadʒ,a.mi.rul.haj,a.mi.rul.hadʒ
amirulmukminin,amirulmuʔminin,a.mi.rul.muk.mi.nin,a.mi.rul.muʔ.mi.nin
amis,amis,a.mis,a.mis
amit,amit,a.mit,a.mit
amko,amko,am.ko,am.ko
amnesia,amnesia,am.ne.si.a,am.ne.si.a
amnesti,amnesti,am.nes.ti,am.nes.ti
amoi,amoi,a.moi,a.moi
amonia,amonia,a.mo.ni.a,a.mo.ni.a
amonium,amonium,a.mo.ni.um,a.mo.ni.um
amoral,amoral,a.mo.ral,a.mo.ral
amorf,amorf,a.morf,a.morf
amortisasi,amortisasi,a.mor.ti.sa.si,a.mor.ti.sa.si
ampai,ampai,am.pai,am.pai
ampaian,ampaian,am.pai.an,am.pai.an
ampang,ampaŋ,am.pang,am.paŋ
ampas,ampas,am.pas,am.pas
ampat,ampat,am.pat,am.pat
ampe,ampe,am.pe,am.pe
ampean,ampean,am.pe.an,am.pe.an
ampek,ampəʔ,am.pek,am.pəʔ
ampela,ampəla,am.pe.la,am.pə.la
ampel,ampel,am.pel,am.pel
ampel,ampəl,am.pel,am.pəl
ampelas,ampəlas,am.pe.las,am.pə.las
ampere,amperə,am.pe.re,am.pe.rə
amplifikasi,amplifikasi,am.pli.fi.ka.si,am.pli.fi.ka.si
amplitudo,amplitudo,am.pli.tu.do,am.pli.tu.do
amplop,amplop,am.plop,am.plop
ampo,ampo,am.po,am.po
amprok,amproʔ,am.prok,am.proʔ
ampu,ampu,am.pu,am.pu
ampuh,ampuh,am.puh,am.puh
ampuk,ampuʔ,am.puk,am.puʔ
ampul,ampul,am.pul,am.pul
ampun,ampun,am.pun,am.pun
ampunan,ampunan,am.pun.an,am.pun.an
amput,amput,am.put,am.put
amputan,amputan,am.put.an,am.put.an
amputasi,amputasi,am.pu.ta.si,am.pu.ta.si
amra,amra,am.ra,am.ra
amri,amri,am.ri,am.ri
amril,amril,am.ril,am.ril
amsal,amsal,am.sal,am.sal
amtenar,amtənar,am.te.nar,am.tə.nar
amuh,amuh,a.muh,a.muh
amuk,amuʔ,a.muk,a.muʔ
amukan,amukan,a.muk.an,a.muk.an
amulet,amulet,a.mu.let,a.mu.let
amung,amuŋ,a.mung,a.muŋ
amunisi,amunisi,a.mu.ni.si,a.mu.ni.si
ana,ana,a.na,a.na
anabolisme,anabolismə,a.na.bo.lis.me,a.na.bo.lis.mə
anaerob,anaerob,an.a.e.rob,an.a.e.rob
anaerobik,anaerobiʔ,an.a.e.ro.bik,an.a.e.ro.biʔ
anafilaksis,anafilaʔsis,a.na.fi.lak.sis,a.na.fi.laʔ.sis
anafora,anafora,a.na.fo.ra,a.na.fo.ra
anafrodisiak,anafrodisiaʔ,an.af.ro.di.si.ak,an.af.ro.di.si.aʔ
anai,anai,a.nai,a.nai
anak,anaʔ,a.nak,a.naʔ
anakan,anakan,a.nak.an,a.nak.an
anakku,anaʔku,a.nak.ku,a.naʔ.ku
anakmu,anaʔmu,a.nak.mu,a.naʔ.mu
anaknya,anaʔɲa,a.nak.nya,a.naʔ.ɲa
anakronisme,anaʔronismə,a.na.kro.nis.me,a.na.kro.nis.mə
anakronistis,anaʔronistis,a.na.kro.nis.tis,a.na.kro.nis.tis
anal,anal,a.nal,a.nal
analekta,analeʔta,a.na.lek.ta,a.na.leʔ.ta
analgesik,analgesiʔ,a.nal.ge.sik,a.nal.ge.siʔ
analis,analis,a.na.lis,a.na.lis
analisis,analisis,a.na.li.sis,a.na.li.sis
analitis,analitis,a.na.li.tis,a.na.li.tis
analog,analog,a.na.log,a.na.log
analogi,analogi,a.na.lo.gi,a.na.lo.gi
ananda,ananda,a.nan.da,a.nan.da
anang,anaŋ,a.nang,a.naŋ
anani,anani,a.na.ni,a.na.ni
anarki,anarki,a.nar.ki,a.nar.ki
anarkis,anarkis,a.nar.kis,a.nar.kis
anarkisme,anarkismə,a.nar.kis.me,a.nar.kis.mə
anarkistis,anarkistis,a.nar.kis.tis,a.nar.kis.tis
anas,anas,a.nas,a.nas
anasional,anasional,a.na.si.o.nal,a.na.si.o.nal
anasir,anasir,a.na.sir,a.na.sir
anatomi,anatomi,a.na.to.mi,a.na.to.mi
anatomis,anatomis,a.na.to.mis,a.na.to.mis
anbia,anbia,an.bi.a,an.bi.a
anca,antʃa,an.ca,an.tʃa
ancai,antʃai,an.cai,an.tʃai
ancak,antʃaʔ,an.cak,an.tʃaʔ
ancala,antʃala,an.ca.la,an.tʃa.la
ancaman,antʃaman,an.cam.an,an.tʃam.an
ancam,antʃam,an.cam,an.tʃam
ancangan,antʃaŋan,an.cang.an,an.tʃaŋ.an
ancang,antʃaŋ,an.cang,an.tʃaŋ
ancar,antʃar,an.car,an.tʃar
ancoa,antʃoa,an.co.a,an.tʃo.a
ancol,antʃol,an.col,an.tʃol
ancuk,antʃuʔ,an.cuk,an.tʃuʔ
-anda,anda,-an.da,an.da
anda,anda,an.da,an.da
andaian,andaian,an.dai.an,an.dai.an
andai,andai,an.dai,an.dai
andainya,andaiɲa,an.dai.nya,an.dai.ɲa
andaka,andaka,an.da.ka,an.da.ka
andak,andaʔ,an.dak,an.daʔ
andalan,andalan,an.dal.an,an.dal.an
andal,andal,an.dal,an.dal
andalas,andalas,an.da.las,an.da.las
andalkan,andalkan,an.dal.kan,an.dal.kan
andaman,andaman,an.dam.an,an.dam.an
andam,andam,an.dam,an.dam
andan,andan,an.dan,an.dan
andang,andaŋ,an.dang,an.daŋ
andapita,andapita,an.da.pi.ta,an.da.pi.ta
andar,andar,an.dar,an.dar
andeng,andəŋ,an.deng,an.dəŋ
anderak,andəraʔ,an.de.rak,an.də.raʔ
andesit,andesit,an.de.sit,an.de.sit
andewi,andewi,an.de.wi,an.de.wi
andika,andika,an.di.ka,an.di.ka
andiko,andiko,an.di.ko,an.di.ko
andil,andil,an.dil,an.dil
andilau,andilau,an.di.lau,an.di.lau
andok,andoʔ,an.dok,an.doʔ
andong,andoŋ,an.dong,an.doŋ
andrawina,andrawina,an.dra.wi.na,an.dra.wi.na
androgen,androgen,an.dro.gen,an.dro.gen
andrologi,andrologi,an.dro.lo.gi,an.dro.lo.gi
anduhan,anduhan,an.duh.an,an.duh.an
anduh,anduh,an.duh,an.duh
andun,andun,an.dun,an.dun
andung,anduŋ,an.dung,an.duŋ
andur,andur,an.dur,an.dur
aneh,aneh,a.neh,a.neh
anehnya,anehɲa,a.neh.nya,a.neh.ɲa
aneka,aneka,a.ne.ka,a.ne.ka
aneksasi,aneʔsasi,a.nek.sa.si,a.neʔ.sa.si
anemer,anemər,a.ne.mer,a.ne.mər
anestesi,anestesi,a.nes.te.si,a.nes.te.si
anestesiolog,anestesiolog,a.nes.te.si.o.log,a.nes.te.si.o.log
anfas,anfas,an.fas,an.fas
angah,aŋah,a.ngah,a.ŋah
angan,aŋan,a.ngan,a.ŋan
angankan,aŋankan,a.ngan.kan,a.ŋan.kan
angannya,aŋanɲa,a.ngan.nya,a.ŋan.ɲa
angel,aŋel,a.ngel,a.ŋel
angel,aŋəl,a.ngel,a.ŋəl
angga,aŋga,ang.ga,aŋ.ga
anggai,aŋgai,ang.gai,aŋ.gai
anggak,aŋgaʔ,ang.gak,aŋ.gaʔ
anggal,aŋgal,ang.gal,aŋ.gal
anggan,aŋgan,ang.gan,aŋ.gan
anggapan,aŋgapan,ang.gap.an,aŋ.gap.an
anggap,aŋgap,ang.gap,aŋ.gap
anggara,aŋgara,ang.ga.ra,aŋ.ga.ra
anggaran,aŋgaran,ang.gar.an,aŋ.gar.an
anggar,aŋgar,ang.gar,aŋ.gar
anggarannya,aŋgaranɲa,ang.gar.an.nya,aŋ.gar.an.ɲa
anggerka,aŋgərka,ang.ger.ka,aŋ.gər.ka
anggitan,aŋgitan,ang.git.an,aŋ.git.an
anggit,aŋgit,ang.git,aŋ.git
angglap,aŋglap,ang.glap,aŋ.glap
anggota,aŋgota,ang.go.ta,aŋ.go.ta
anggrek,aŋgreʔ,ang.grek,aŋ.greʔ
anggrekwan,aŋgreʔwan,ang.grek.wan,aŋ.grek.wan
angguh,aŋguh,ang.guh,aŋ.guh
anggukan,aŋgukan,ang.guk.an,aŋ.guk.an
angguk,aŋguʔ,ang.guk,aŋ.guʔ
anggul,aŋgul,ang.gul,aŋ.gul
anggun,aŋgun,ang.gun,aŋ.gun
anggung,aŋguŋ,ang.gung,aŋ.guŋ
angguran,aŋguran,ang.gur.an,aŋ.gur.an
anggur,aŋgur,ang.gur,aŋ.gur
anggut,aŋgut,ang.gut,aŋ.gut
anghun,aŋhun,ang.hun,aŋ.hun
angina,aŋina,a.ngi.na,a.ŋi.na
angin,aŋin,a.ngin,a.ŋin
angit,aŋit,a.ngit,a.ŋit
angka,aŋka,ang.ka,aŋ.ka
angkak,aŋkaʔ,ang.kak,aŋ.kaʔ
angkal,aŋkal,ang.kal,aŋ.kal
angkanya,aŋkaɲa,ang.ka.nya,aŋ.ka.ɲa
angkara,aŋkara,ang.ka.ra,aŋ.ka.ra
angkasa,aŋkasa,ang.ka.sa,aŋ.ka.sa
angkasawan,aŋkasawan,ang.ka.sa.wan,aŋ.ka.sa.wan
angkasawati,aŋkasawati,ang.ka.sa.wa.ti,aŋ.ka.sa.wa.ti
angkatan,aŋkatan,ang.kat.an,aŋ.kat.an
angkat,aŋkat,ang.kat,aŋ.kat
angkatnya,aŋkatɲa,ang.kat.nya,aŋ.kat.ɲa
angkel,aŋkel,ang.kel,aŋ.kel
angker,aŋkər,ang.ker,aŋ.kər
angket,aŋket,ang.ket,aŋ.ket
angkin,aŋkin,ang.kin,aŋ.kin
angkit,aŋkit,ang.kit,aŋ.kit
angklung,aŋʔluŋ,ang.klung,aŋ.kluŋ
angkong,aŋkoŋ,ang.kong,aŋ.koŋ
angkringan,aŋʔriŋan,ang.kring.an,aŋ.kriŋ.an
angkring,aŋʔriŋ,ang.kring,aŋ.kriŋ
angku,aŋku,ang.ku,aŋ.ku
angkuh,aŋkuh,ang.kuh,aŋ.kuh
angkuk,aŋkuʔ,ang.kuk,aŋ.kuʔ
angkup,aŋkup,ang.kup,aŋ.kup
angkur,aŋkur,ang.kur,aŋ.kur
angkutan,aŋkutan,ang.kut.an,aŋ.kut.an
angkut,aŋkut,ang.kut,aŋ.kut
anglap,aŋlap,ang.lap,aŋ.lap
angler,aŋlər,ang.ler,aŋ.lər
anglo,aŋlo,ang.lo,aŋ.lo
anglong,aŋloŋ,ang.long,aŋ.loŋ
anglung,aŋluŋ,ang.lung,aŋ.luŋ
angonan,aŋonan,a.ngon.an,a.ŋon.an
angon,aŋon,a.ngon,a.ŋon
angop,aŋop,a.ngop,a.ŋop
angot,aŋot,a.ngot,a.ŋot
angpau,aŋpau,ang.pau,aŋ.pau
angsa,aŋsa,ang.sa,aŋ.sa
angsana,aŋsana,ang.sa.na,aŋ.sa.na
angsoka,aŋsoka,ang.so.ka,aŋ.so.ka
angsu,aŋsu,ang.su,aŋ.su
angsuran,aŋsuran,ang.sur.an,aŋ.sur.an
angsur,aŋsur,ang.sur,aŋ.sur
angur,aŋur,a.ngur,a.ŋur
angut,aŋut,a.ngut,a.ŋut
ani,ani,a.ni,a.ni
aniaya,aniaja,a.ni.a.ya,a.ni.a.ja
anih,anih,a.nih,a.nih
animasi,animasi,a.ni.ma.si,a.ni.ma.si
animis,animis,a.ni.mis,a.ni.mis
animisme,animismə,a.ni.mis.me,a.ni.mis.mə
animo,animo,a.ni.mo,a.ni.mo
anion,anion,an.i.on,an.i.on
anis,anis,a.nis,a.nis
anita,anita,a.ni.ta,a.ni.ta
anja,andʒa,an.ja,an.dʒa
anjakan,andʒakan,an.jak.an,an.dʒak.an
anjak,andʒaʔ,an.jak,an.dʒaʔ
anjal,andʒal,an.jal,an.dʒal
anjang,andʒaŋ,an.jang,an.dʒaŋ
anjangkarya,andʒaŋkarja,an.jang.kar.ya,an.dʒaŋ.kar.ja
anjangsana,andʒaŋsana,an.jang.sa.na,an.dʒaŋ.sa.na
anjar,andʒar,an.jar,an.dʒar
anjiman,andʒiman,an.ji.man,an.dʒi.man
anjing,andʒiŋ,an.jing,an.dʒiŋ
anjir,andʒir,an.jir,an.dʒir
anjlok,andʒloʔ,an.jlok,an.dʒloʔ
anju,andʒu,an.ju,an.dʒu
anjung,andʒuŋ,an.jung,an.dʒuŋ
anjuran,andʒuran,an.jur.an,an.dʒur.an
anjur,andʒur,an.jur,an.dʒur
anoa,anoa,a.no.a,a.no.a
anomali,anomali,a.no.ma.li,a.no.ma.li
anom,anom,a.nom,a.nom
anomi,anomi,a.no.mi,a.no.mi
anonim,anonim,a.no.nim,a.no.nim
anonimitas,anonimitas,a.no.ni.mi.tas,a.no.ni.mi.tas
anoreksia,anoreʔsia,a.no.rek.si.a,a.no.reʔ.si.a
anorganik,anorganiʔ,an.or.ga.nik,an.or.ga.niʔ
anotasi,anotasi,a.no.ta.si,a.no.ta.si
ansa,ansa,an.sa,an.sa
ansambel,ansambəl,an.sam.bel,an.sam.bəl
ansar,ansar,an.sar,an.sar
ansari,ansari,an.sa.ri,an.sa.ri
ansur,ansur,an.sur,an.sur
anta,anta,an.ta,an.ta
antagonis,antagonis,an.ta.go.nis,an.ta.go.nis
antagonisme,antagonismə,an.ta.go.nis.me,an.ta.go.ni.smə
antagonistis,antagonistis,an.ta.go.nis.tis,an.ta.go.nis.tis
antah,antah,an.tah,an.tah
antakesuma,antakəsuma,an.ta.ke.su.ma,an.ta.kə.su.ma
antalas,antalas,an.ta.las,an.ta.las
antamir,antamir,an.ta.mir,an.ta.mir
antan,antan,an.tan,an.tan
antap,antap,an.tap,an.tap
antara,antara,an.ta.ra,an.ta.ra
antarabangsa,antarabaŋsa,an.ta.ra.bang.sa,an.ta.ra.baŋ.sa
antaran,antaran,an.tar.an,an.tar.an
antar,antar,an.tar,an.tar
antaranya,antaraɲa,an.ta.ra.nya,an.ta.ra.ɲa
antarbangsa,antarbaŋsa,an.tar.bang.sa,an.tar.baŋ.sa
antarbenua,antarbənua,an.tar.be.nu.a,an.tar.bə.nu.a
antardaerah,antardaerah,an.tar.da.e.rah,an.tar.da.ʔe.rah
antari,antari,an.ta.ri,an.ta.ri
antariksa,antariʔsa,an.ta.rik.sa,an.ta.riʔ.sa
antariksawan,antariʔsawan,an.ta.rik.sa.wan,an.ta.riʔ.sa.wan
antariksawati,antariʔsawati,an.ta.rik.sa.wa.ti,an.ta.riʔ.sa.wa.ti
antarkelompok,antarkəlompoʔ,an.tar.ke.lom.pok,an.tar.kə.lom.poʔ
antarmaster,antarmastər,an.tar.mas.ter,an.tar.mas.tər
antarmolekul,antarmoləkul,an.tar.mo.le.kul,an.tar.mo.lə.kul
antarmuka,antarmuka,an.tar.mu.ka,an.tar.mu.ka
antarnegara,antarnəgara,an.tar.ne.ga.ra,an.tar.nə.ga.ra
antarpribadi,antarpribadi,an.tar.pri.ba.di,an.tar.pri.ba.di
antarpulau,antarpulau,an.tar.pu.lau,an.tar.pu.lau
antarras,antarras,an.tar.ras,an.tar.ras
antarruang,antarruaŋ,an.tar.ru.ang,an.tar.ru.aŋ
antarsel,antarsel,an.tar.sel,an.tar.sel
antarsuku,antarsuku,an.tar.su.ku,an.tar.su.ku
antartika,antartika,an.tar.ti.ka,an.tar.ti.ka
antarwilayah,antarwilajah,an.tar.wi.la.yah,an.tar.wi.la.jah
antasid,antasid,an.ta.sid,an.ta.sid
antawacana,antawatʃana,an.ta.wa.ca.na,an.ta.wa.tʃa.na
antek,anteʔ,an.tek,an.teʔ
anteken,antekən,an.te.ken,an.te.kən
antelas,antəlas,an.te.las,an.tə.las
antelop,antəlop,an.te.lop,an.tə.lop
antem,antəm,an.tem,an.təm
antena,antena,an.te.na,an.te.na
anteng,anteŋ,an.teng,an.teŋ
anteng,antəŋ,an.teng,an.təŋ
antep,antəp,an.tep,an.təp
anter,anter,an.ter,an.ter
anter,antər,an.ter,an.tər
antero,antero,an.te.ro,an.te.ro
anteseden,antesedən,an.te.se.den,an.te.se.dən
anti,anti,an.ti,an.ti
anti-beku,antibəku,an.ti.-be.ku,an.ti.bə.ku
antibeku,antibəku,an.ti.be.ku,an.ti.bə.ku
antibiosis,antibiosis,an.ti.bi.o.sis,an.ti.bi.o.sis
antibiotik,antibiotiʔ,an.ti.bi.o.tik,an.ti.bi.o.tiʔ
antibodi,antibodi,an.ti.bo.di,an.ti.bo.di
antidepresan,antidepresan,an.ti.dep.re.san,an.ti.dep.re.san
antidioksida,antidioʔsida,an.ti.di.ok.si.da,an.ti.di.oʔ.si.da
antienzim,antienzim,an.ti.en.zim,an.ti.en.zim
antigen,antigen,an.ti.gen,an.ti.gen
antih,antih,an.tih,an.tih
antihistamin,antihistamin,an.ti.his.ta.min,an.ti.his.ta.min
antijasad,antidʒasad,an.ti.ja.sad,an.ti.dʒa.sad
antik,antiʔ,an.tik,an.tiʔ
anti-karat,antikarat,an.ti.-ka.rat,an.ti.ka.rat
antikarat,antikarat,an.ti.ka.rat,an.ti.ka.rat
antiklimaks,antiʔlimaʔs,an.ti.kli.maks,an.ti.kli.maʔs
antiklin,antiʔlin,an.ti.klin,an.ti.klin
antikristus,antiʔristus,an.ti.kris.tus,an.ti.kris.tus
antimuntah,antimuntah,an.ti.mun.tah,an.ti.mun.tah
anting,antiŋ,an.ting,an.tiŋ
antipati,antipati,an.ti.pa.ti,an.ti.pa.ti
antipenawar,antipənawar,an.ti.pe.na.war,an.ti.pə.na.war
antipiretik,antipiretiʔ,an.ti.pi.re.tik,an.ti.pi.re.tiʔ
antipode,antipodə,an.ti.po.de,an.ti.po.də
antisepsis,antisepsis,an.ti.sep.sis,an.ti.sep.sis
antiseptik,antiseptiʔ,an.ti.sep.tik,an.ti.sep.tiʔ
antisipasi,antisipasi,an.ti.si.pa.si,an.ti.si.pa.si
antisipatif,antisipatif,an.ti.si.pa.tif,an.ti.si.pa.tif
antisosial,antisosial,an.ti.so.si.al,an.ti.so.si.al
antitank,antitanʔ,an.ti.tank,an.ti.teŋk
antitesis,antitesis,an.ti.te.sis,an.ti.te.sis
antitoksin,antitoʔsin,an.ti.tok.sin,an.ti.toʔ.sin
antivirus,antivirus,an.ti.vi.rus,an.ti.vi.rus
antiwirawan,antiwirawan,an.ti.wi.ra.wan,an.ti.wi.ra.wan
antoi,antoi,an.toi,an.toi
antologi,antologi,an.to.lo.gi,an.to.lo.gi
antonim,antonim,an.to.nim,an.to.nim
antonimi,antonimi,an.to.ni.mi,an.to.ni.mi
antop,antop,an.top,an.top
antrasit,antrasit,an.tra.sit,an.tra.sit
antrean,antrean,an.tre.an,an.tre.an
antre,antre,an.tre,an.tre
antropolog,antropolog,an.tro.po.log,an.tro.po.log
antropologi,antropologi,an.tro.po.lo.gi,an.tro.po.lo.gi
antropomorfisme,antropomorfismə,an.tro.po.morf.is.me,an.tro.po.morf.is.mə
antroposentris,antroposentris,an.tro.po.sen.tris,an.tro.po.sen.tris
antuk,antuʔ,an.tuk,an.tuʔ
antul,antul,an.tul,an.tul
antun,antun,an.tun,an.tun
antung,antuŋ,an.tung,an.tuŋ
antusias,antusias,an.tu.si.as,an.tu.si.as
antusiasme,antusiasmə,an.tu.si.as.me,an.tu.si.as.mə
anu,anu,a.nu,a.nu
anugerah,anugərah,a.nu.ge.rah,a.nu.gə.rah
anuitas,anuitas,a.nu.i.tas,a.nu.i.tas
anulir,anulir,a.nu.lir,a.nu.lir
anumerta,anumərta,a.nu.mer.ta,a.nu.mər.ta
anunasika,anunasika,a.nu.na.si.ka,a.nu.na.si.ka
anus,anus,a.nus,a.nus
anuswara,anuswara,a.nu.swa.ra,a.nu.swa.ra
anutan,anutan,a.nut.an,a.nut.an
anut,anut,a.nut,a.nut
anyam,aɲam,a.nyam,a.ɲam
anyaman,aɲaman,a.nyam.an,a.ɲam.an
anyang,aɲaŋ,a.nyang,a.ɲaŋ
anyar,aɲar,a.nyar,a.ɲar
anyelir,aɲəlir,a.nye.lir,a.ɲə.lir
anyir,aɲir,a.nyir,a.ɲir
aorta,aorta,a.or.ta,a.or.ta
apaan,apaʔan,a.pa.an,a.pa.ʔan
apa,apa,a.pa,a.pa
apabila,apabila,a.pa.bi.la,a.pa.bi.la
apakah,apakah,a.pa.kah,a.pa.kah
apakala,apakala,a.pa.ka.la,a.pa.ka.la
apak,apaʔ,a.pak,a.paʔ
apalagi,apalagi,a.pa.la.gi,a.pa.la.gi
apalah,apalah,a.pa.lah,a.pa.lah
apam,apam,a.pam,a.pam
apanya,apaɲa,a.pa.nya,a.pa.ɲa
apapun,apapun,a.pa.pun,a.pa.pun
apar,apar,a.par,a.par
aparat,aparat,a.pa.rat,a.pa.rat
aparatur,aparatur,a.pa.ra.tur,a.pa.ra.tur
